"Device.ID","Date...Time..GMT.","Date...Time..Local.","Latitude","Longitude","Altitude","Fix.Status","DOP","Temp..C.","Main..V.","Back..V."
81978,1940-08-07 22:01:10,1940-08-08 04:01:10,27.48541060947,90.2996478243031,0.04,"2-D least-squares   (3 SVs)",2.6,14,0,0
81978,1940-08-08 00:01:10,1940-08-08 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,19.5,0,0
81978,1940-08-08 02:01:03,1940-08-08 08:01:03,27.4973266183794,90.307797944499,2607.71,"3-D least-squares   (5 SVs)",2.2,17,0,0
81978,1940-08-08 04:01:08,1940-08-08 10:01:08,27.4982708011425,90.3084297031842,2644.01,"4 or more SV KF     (5 SVs)",1.4,17.5,0,0
81978,1940-08-08 06:01:08,1940-08-08 12:01:08,27.516197265654,90.3192269058887,0.45,"2-D least-squares   (3 SVs)",7.4,18,0,0
81978,1940-08-08 08:01:05,1940-08-08 14:01:05,27.495157407237,90.3069051970214,2648.26,"4 or more SV KF     (5 SVs)",2.2,18.5,0,0
81978,1940-08-08 10:00:23,1940-08-08 16:00:23,27.4929653858612,90.3079319478285,2646.59,"3-D least-squares   (4 SVs)",2.4,17.5,0,0
81978,1940-08-08 12:01:10,1940-08-08 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-08 14:01:10,1940-08-08 20:01:10,NA,NA,NA,"0                   (0 SVs)",0,25,0,0
81978,1940-08-08 16:01:10,1940-08-08 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,22,0,0
81978,1940-08-08 18:01:10,1940-08-09 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,28.5,0,0
81978,1940-08-08 20:01:08,1940-08-09 02:01:08,27.493819948217,90.3058470686068,2220.62,"4 or more SV KF     (4 SVs)",1.8,14.5,0,0
81978,1940-08-08 22:01:10,1940-08-09 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,24.5,0,0
81978,1940-08-09 00:01:10,1940-08-09 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-09 02:01:10,1940-08-09 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-09 04:01:10,1940-08-09 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-09 06:01:10,1940-08-09 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-09 08:01:10,1940-08-09 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-09 10:01:10,1940-08-09 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-09 12:01:10,1940-08-09 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-09 14:01:10,1940-08-09 20:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-09 16:01:10,1940-08-09 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-09 18:01:10,1940-08-10 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-09 20:01:10,1940-08-10 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,15,0,0
81978,1940-08-09 22:01:10,1940-08-10 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,14,0,0
81978,1940-08-10 00:01:10,1940-08-10 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-10 02:01:10,1940-08-10 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-10 04:01:10,1940-08-10 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-10 06:01:10,1940-08-10 12:01:10,27.5011968042237,90.2980618946317,2648.61,"4 or more SV KF     (4 SVs)",2.6,17.5,0,0
81978,1940-08-10 08:00:51,1940-08-10 14:00:51,27.4953774575501,90.3056269767718,2638.33,"4 or more SV KF     (5 SVs)",2.2,19,0,0
81978,1940-08-10 10:00:10,1940-08-10 16:00:10,27.4994475799292,90.3018615334861,2658.04,"3-D least-squares   (5 SVs)",1.8,17.5,0,0
81978,1940-08-10 12:01:10,1940-08-10 18:01:10,27.5009036387905,90.2984123542522,2646.76,"4 or more SV KF     (4 SVs)",2.4,17,0,0
81978,1940-08-10 14:01:08,1940-08-10 20:01:08,27.4897825109826,90.2965543105295,0.2,"2-D least-squares   (3 SVs)",3,15.5,0,0
81978,1940-08-10 16:00:35,1940-08-10 22:00:35,27.4957214475238,90.3041070260371,2681.68,"4 or more SV KF     (5 SVs)",1.2,16,0,0
81978,1940-08-10 18:00:33,1940-08-11 00:00:33,27.499621103052,90.2977606258006,2684.35,"3-D least-squares   (5 SVs)",2.2,13,0,0
81978,1940-08-10 20:01:10,1940-08-11 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,14.5,0,0
81978,1940-08-10 22:01:08,1940-08-11 04:01:08,27.5046708198858,90.2828840699193,33.94,"3-D least-squares   (4 SVs)",2.4,11.5,0,0
81978,1940-08-11 00:00:51,1940-08-11 06:00:51,27.5027017069053,90.3014381638077,2710.64,"3-D least-squares   (5 SVs)",2.4,12.5,0,0
81978,1940-08-11 02:00:19,1940-08-11 08:00:19,27.494627502025,90.3021229316985,2697.98,"3-D least-squares   (4 SVs)",3,30.5,0,0
81978,1940-08-11 04:01:10,1940-08-11 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-11 06:01:10,1940-08-11 12:01:10,27.4930811933345,90.3011551032649,2821.59,"4 or more SV KF     (4 SVs)",2.4,16.5,0,0
81978,1940-08-11 08:00:35,1940-08-11 14:00:35,27.49393038088,90.2958518745932,2804.79,"4 or more SV KF     (6 SVs)",1.4,18,0,0
81978,1940-08-11 10:00:12,1940-08-11 16:00:12,27.4923626608007,90.3016686257732,2810.39,"3-D least-squares   (4 SVs)",2.6,23.5,0,0
81978,1940-08-11 12:01:10,1940-08-11 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-11 14:00:33,1940-08-11 20:00:33,27.4961283898196,90.300478006949,2821.74,"3-D least-squares   (5 SVs)",1.8,14.5,0,0
81978,1940-08-11 16:01:10,1940-08-11 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,15,0,0
81978,1940-08-11 18:01:10,1940-08-12 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-11 20:01:10,1940-08-12 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,21,0,0
81978,1940-08-11 22:01:10,1940-08-12 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,13,0,0
81978,1940-08-12 00:00:36,1940-08-12 06:00:36,27.490856664148,90.2994700948522,2804.67,"4 or more SV KF     (5 SVs)",3.4,18,0,0
81978,1940-08-12 02:00:34,1940-08-12 08:00:34,27.5013003220266,90.2956299839719,2844.09,"3-D least-squares   (6 SVs)",1.2,25.5,0,0
81978,1940-08-12 04:01:10,1940-08-12 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-12 06:01:06,1940-08-12 12:01:06,27.4971341427622,90.2960773404785,2846.11,"4 or more SV KF     (5 SVs)",1.6,21.5,0,0
81978,1940-08-12 08:00:34,1940-08-12 14:00:34,27.4980901523245,90.3047069966824,2827.26,"3-D least-squares   (8 SVs)",1,17.5,0,0
81978,1940-08-12 10:01:06,1940-08-12 16:01:06,27.499864580141,90.3024658778008,2807.53,"4 or more SV KF     (7 SVs)",1.2,17,0,0
81978,1940-08-12 12:00:36,1940-08-12 18:00:36,27.4923324532846,90.2920787045801,2801.85,"4 or more SV KF     (6 SVs)",1.4,17,0,0
81978,1940-08-12 14:01:10,1940-08-12 20:01:10,27.5004465951494,90.2898398891381,0.42,"2-D least-squares   (3 SVs)",3.8,15.5,0,0
81978,1940-08-12 16:01:10,1940-08-12 22:01:10,27.489384966509,90.3008368103664,0.16,"2-D least-squares   (3 SVs)",2,18.5,0,0
81978,1940-08-12 18:01:10,1940-08-13 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-12 20:00:35,1940-08-13 02:00:35,27.4980465364825,90.3020961683639,-0.24,"2-D least-squares   (3 SVs)",3,11.5,0,0
81978,1940-08-12 22:01:07,1940-08-13 04:01:07,27.4982491625365,90.292132244881,2776.18,"4 or more SV KF     (4 SVs)",4,13.5,0,0
81978,1940-08-13 00:00:42,1940-08-13 06:00:42,27.4848964494211,90.2897900882237,120.24,"3-D least-squares   (4 SVs)",3.2,12,0,0
81978,1940-08-13 02:01:07,1940-08-13 08:01:07,27.4947346676567,90.2995537380177,2778.88,"4 or more SV KF     (4 SVs)",2.6,15,0,0
81978,1940-08-13 04:01:10,1940-08-13 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,20,0,0
81978,1940-08-13 06:01:07,1940-08-13 12:01:07,27.4953570557131,90.2990893038852,2746.69,"4 or more SV KF     (4 SVs)",2,20,0,0
81978,1940-08-13 08:00:34,1940-08-13 14:00:34,27.49438831629,90.3064142402832,2723.91,"4 or more SV KF     (5 SVs)",1.4,18.5,0,0
81978,1940-08-13 10:00:04,1940-08-13 16:00:04,27.4918169606385,90.3017237180775,2748.85,"3-D least-squares   (4 SVs)",2.6,19.5,0,0
81978,1940-08-13 12:01:03,1940-08-13 18:01:03,27.5020521732185,90.3006031263006,2708.38,"3-D least-squares   (6 SVs)",1.4,16.5,0,0
81978,1940-08-13 14:01:10,1940-08-13 20:01:10,27.49551141308,90.295733289794,1899.11,"4 or more SV KF     (5 SVs)",3.4,27,0,0
81978,1940-08-13 16:00:33,1940-08-13 22:00:33,27.5038023963727,90.2977406093522,2699.82,"3-D least-squares   (8 SVs)",0.8,15.5,0,0
81978,1940-08-13 18:00:15,1940-08-14 00:00:15,27.5046720373651,90.2983092493799,2701.14,"4 or more SV KF     (5 SVs)",2.4,17.5,0,0
81978,1940-08-13 20:00:51,1940-08-14 02:00:51,27.4966994072293,90.2995647928165,2692.7,"3-D least-squares   (6 SVs)",1.6,8.5,0,0
81978,1940-08-13 22:00:33,1940-08-14 04:00:33,27.4957038973148,90.3044325042839,2697.55,"3-D least-squares   (5 SVs)",1.8,6.5,0,0
81978,1940-08-14 00:01:10,1940-08-14 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,10,0,0
81978,1940-08-14 02:01:10,1940-08-14 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-14 04:01:07,1940-08-14 10:01:07,27.4983813837029,90.2890525744444,-0.38,"2-D least-squares   (3 SVs)",5.8,15,0,0
81978,1940-08-14 06:01:10,1940-08-14 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-14 08:01:10,1940-08-14 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-14 10:01:10,1940-08-14 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-14 12:01:10,1940-08-14 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-14 14:01:07,1940-08-14 20:01:07,27.4923058881544,90.2970582002695,0.27,"2-D least-squares   (3 SVs)",3.8,19,0,0
81978,1940-08-14 16:01:07,1940-08-14 22:01:07,27.511261128821,90.2983847723103,2683.39,"4 or more SV KF     (4 SVs)",1.8,17.5,0,0
81978,1940-08-14 18:01:10,1940-08-15 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,14.5,0,0
81978,1940-08-14 20:01:07,1940-08-15 02:01:07,27.5025776956415,90.3002494052756,-0.04,"2-D least-squares   (3 SVs)",3,17,0,0
81978,1940-08-14 22:01:07,1940-08-15 04:01:07,27.4865316211615,90.2941924090895,0.17,"2-D least-squares   (3 SVs)",3.6,14.5,0,0
81978,1940-08-15 00:00:58,1940-08-15 06:00:58,27.504939403185,90.3034956117374,2641.62,"4 or more SV KF     (5 SVs)",2.8,18.5,0,0
81978,1940-08-15 02:00:35,1940-08-15 08:00:35,27.5048037945581,90.3047664436756,2631.39,"4 or more SV KF     (6 SVs)",3,18,0,0
81978,1940-08-15 04:01:10,1940-08-15 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,23,0,0
81978,1940-08-15 06:01:10,1940-08-15 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-15 08:01:10,1940-08-15 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-15 10:01:10,1940-08-15 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,15,0,0
81978,1940-08-15 12:01:05,1940-08-15 18:01:05,27.5060173901955,90.2991803185171,2842.64,"4 or more SV KF     (6 SVs)",1.4,14.5,0,0
81978,1940-08-15 14:01:10,1940-08-15 20:01:10,27.5030502000781,90.3009212220909,2713.3,"4 or more SV KF     (4 SVs)",4.2,15.5,0,0
81978,1940-08-15 16:01:10,1940-08-15 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-15 18:00:35,1940-08-16 00:00:35,27.4950047322757,90.2913233670168,2735.03,"4 or more SV KF     (6 SVs)",1.2,16,0,0
81978,1940-08-15 20:01:07,1940-08-16 02:01:07,27.5040502535922,90.2921479546871,2738.95,"2-D least-squares   (3 SVs)",3.2,18,0,0
81978,1940-08-15 22:01:10,1940-08-16 04:01:10,27.4978855990899,90.2923182143369,2740.88,"4 or more SV KF     (4 SVs)",4.2,15,0,0
81978,1940-08-16 00:01:10,1940-08-16 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,14,0,0
81978,1940-08-16 02:01:10,1940-08-16 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-16 04:00:45,1940-08-16 10:00:45,27.5165968398159,90.2896061078386,-0.22,"2-D least-squares   (3 SVs)",11.2,17.5,0,0
81978,1940-08-16 06:01:07,1940-08-16 12:01:07,27.5058843851135,90.2897819876818,0.26,"2-D least-squares   (3 SVs)",3,17,0,0
81978,1940-08-16 08:01:10,1940-08-16 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-16 10:01:10,1940-08-16 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-16 12:01:10,1940-08-16 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-16 14:00:33,1940-08-16 20:00:33,27.4983691417861,90.3134241031131,2533.12,"3-D least-squares   (5 SVs)",2.4,16,0,0
81978,1940-08-16 16:01:10,1940-08-16 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,14.5,0,0
81978,1940-08-16 18:01:10,1940-08-17 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-16 20:01:10,1940-08-17 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-16 22:01:10,1940-08-17 04:01:10,27.5045795462257,90.3002071183307,2581.89,"4 or more SV KF     (4 SVs)",2.2,15,0,0
81978,1940-08-17 00:01:05,1940-08-17 06:01:05,27.5012726206145,90.3094865692093,2547.95,"4 or more SV KF     (5 SVs)",2.2,13,0,0
81978,1940-08-17 02:01:08,1940-08-17 08:01:08,27.5010693798289,90.311067017428,2622.07,"4 or more SV KF     (5 SVs)",3.4,16,0,0
81978,1940-08-17 04:01:10,1940-08-17 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-17 06:01:10,1940-08-17 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-17 08:01:10,1940-08-17 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-17 10:01:10,1940-08-17 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-17 12:01:10,1940-08-17 18:01:10,27.4993671141313,90.3005921392701,-0.12,"2-D least-squares   (3 SVs)",4,15,0,0
81978,1940-08-17 14:00:52,1940-08-17 20:00:52,27.4972727275341,90.3089990606851,2655.19,"3-D least-squares   (6 SVs)",2.2,15,0,0
81978,1940-08-17 16:01:10,1940-08-17 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-17 18:01:03,1940-08-18 00:01:03,27.5082911499044,90.3007100301531,2879.4,"4 or more SV KF     (5 SVs)",1.4,12,0,0
81978,1940-08-17 20:00:35,1940-08-18 02:00:35,27.5035989716657,90.2957724482063,2858.4,"4 or more SV KF     (5 SVs)",1.6,12,0,0
81978,1940-08-17 22:00:53,1940-08-18 04:00:53,27.5028863420837,90.2928393288109,2860.18,"4 or more SV KF     (6 SVs)",1.4,11.5,0,0
81978,1940-08-18 00:00:38,1940-08-18 06:00:38,27.5072904152667,90.3038094867133,2768.05,"4 or more SV KF     (7 SVs)",1.2,11.5,0,0
81978,1940-08-18 02:01:10,1940-08-18 08:01:10,27.5025333372137,90.2944703146584,-0.11,"2-D least-squares   (3 SVs)",3,15,0,0
81978,1940-08-18 04:01:07,1940-08-18 10:01:07,27.5075455837561,90.2874781433133,108.42,"3-D least-squares   (4 SVs)",3.4,20.5,0,0
81978,1940-08-18 06:01:10,1940-08-18 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-18 08:01:07,1940-08-18 14:01:07,27.4442790547477,90.1654503130876,0.33,"2-D least-squares   (3 SVs)",30.8,16,0,0
81978,1940-08-18 10:01:05,1940-08-18 16:01:05,27.5028954341298,90.2930654888715,2771.42,"4 or more SV KF     (5 SVs)",1.6,17.5,0,0
81978,1940-08-18 12:00:16,1940-08-18 18:00:16,27.5035775073486,90.2936075746776,1.42,"2-D least-squares   (3 SVs)",2,14.5,0,0
81978,1940-08-18 14:01:10,1940-08-18 20:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-18 16:01:10,1940-08-18 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-18 18:01:10,1940-08-19 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-18 20:01:10,1940-08-19 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-18 22:01:10,1940-08-19 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-19 00:01:10,1940-08-19 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,15,0,0
81978,1940-08-19 02:01:10,1940-08-19 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,14.5,0,0
81978,1940-08-19 04:01:10,1940-08-19 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-19 06:01:05,1940-08-19 12:01:05,27.5207408794452,90.2855767948168,0.03,"2-D least-squares   (3 SVs)",4,18.5,0,0
81978,1940-08-19 08:01:10,1940-08-19 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-19 10:01:10,1940-08-19 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-19 12:01:10,1940-08-19 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-19 14:01:07,1940-08-19 20:01:07,27.4909984892106,90.2996737783493,0.03,"2-D least-squares   (3 SVs)",4.4,18.5,0,0
81978,1940-08-19 16:01:06,1940-08-19 22:01:06,27.5025885188326,90.2822893248913,0.25,"2-D least-squares   (3 SVs)",3.4,17.5,0,0
81978,1940-08-19 18:01:07,1940-08-20 00:01:07,27.5127862438012,90.294051849516,1856.16,"4 or more SV KF     (4 SVs)",2.2,17.5,0,0
81978,1940-08-19 20:01:10,1940-08-20 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-19 22:01:10,1940-08-20 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-20 00:01:10,1940-08-20 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-20 02:01:10,1940-08-20 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-20 04:01:10,1940-08-20 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,18.5,0,0
81978,1940-08-20 06:01:07,1940-08-20 12:01:07,27.4622608741389,90.3049916645416,0.33,"2-D least-squares   (3 SVs)",12,19.5,0,0
81978,1940-08-20 08:01:10,1940-08-20 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-20 10:01:10,1940-08-20 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-20 12:01:10,1940-08-20 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-20 14:01:10,1940-08-20 20:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-20 16:01:10,1940-08-20 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-20 18:01:10,1940-08-21 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-20 20:01:10,1940-08-21 02:01:10,NA,NA,NA,"0                   (0 SVs)",0,15.5,0,0
81978,1940-08-20 22:01:10,1940-08-21 04:01:10,NA,NA,NA,"0                   (0 SVs)",0,18,0,0
81978,1940-08-21 00:01:10,1940-08-21 06:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-21 02:01:10,1940-08-21 08:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
81978,1940-08-21 04:01:10,1940-08-21 10:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-21 06:01:10,1940-08-21 12:01:10,NA,NA,NA,"0                   (0 SVs)",0,19,0,0
81978,1940-08-21 08:01:10,1940-08-21 14:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-21 10:01:10,1940-08-21 16:01:10,NA,NA,NA,"0                   (0 SVs)",0,17.5,0,0
81978,1940-08-21 12:01:10,1940-08-21 18:01:10,NA,NA,NA,"0                   (0 SVs)",0,16,0,0
81978,1940-08-21 14:01:10,1940-08-21 20:01:10,NA,NA,NA,"0                   (0 SVs)",0,17,0,0
81978,1940-08-21 16:01:10,1940-08-21 22:01:10,NA,NA,NA,"0                   (0 SVs)",0,20.5,0,0
81978,1940-08-21 18:01:10,1940-08-22 00:01:10,NA,NA,NA,"0                   (0 SVs)",0,16.5,0,0
